Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019,TurnoverthGBP2020,TurnoverthGBP2019,NetAssetsTurnoverx2020,NetAssetsTurnoverx2019,TradeCreditorsthGBP2020,TradeCreditorsthGBP2019,StockTurnoverx2020,StockTurnoverx2019,StockWIPthGBP2020,StockWIPthGBP2019,NetCurrentAssets2020,NetCurrentAssets2019,FixedAssetsthGBP2020,FixedAssetsthGBP2019,IntangibleAssetsthGBP2020,IntangibleAssetsthGBP2019,TotalAssetsthGBP2020,TotalAssetsthGBP2019,OrdinarySharesthGBP2020,OrdinarySharesthGBP2019,RetainedProfitLossGBP2020,RetainedProfitLossthGBP2019,CurrentAssetsthGBP2020,CurrentAssetsthGBP2019,CurrentLiabilitiesthGBP2020,CurrentLiabilitiesthGBP2019,LiquidityRatiox2020,LiquidityRatiox2019,LongTermDebtthGBP2020,LongTermDebtthGBP2019,ShortTermLoansOverdrafts2020,ShortTermLoansOverdrafts2019,CapitalExpenditure2020,CapitalExpenditure2019,InterestPaidthGBP2020,InterestPaidthGBP2019,InterestCoverx2020,InterestCoverx2019,Numberofemployees2020,Numberofemployees2019,IssuedCapitalthGBP2020,IssuedCapitalthGBP2019,AdministrationExpensesthGBP2020,AdministrationExpensesthGBP2019,EBITDAthGBP2020,EBITDAthGBP2019,BankDepositsthGBP2020,BankDepositsthGBP2019,Gearing2020,Gearing2019,ShareholdersFundsthGBP2020,ShareholdersFundsthGBP2019,TaxationthGBP2020,TaxationthGBP2019,Grossmargin2020,Grossmargin2019,Currentratiox2020,Currentratiox2019,SolvencyratioLiabilitybased2020,SolvencyratioLiabilitybased2019
86,Secure,.9,245111,89,Yes,,5.473854529,,,,8.001537587,,10039.936,,.607384071,,-1276.592,,,,,,2418.575,,14111.223,,,,24162.827,,1,,1085.32,,10051.604,,-7633.029,,1.316856519,,-19053.502,,-5741.698,,,,-3048.07,,1.433926386,,,,1,,-67.47199999999999,,8718.242,,8490.244000000001,,,,-2523.704,,-237.318,,44.205261866,,1.316856519,,
90,Secure,.9,199585,28,Yes,,14.378436808,,58.228570335,,44.720047721,,10025.481,,5.66858117,,-883.934,,,,,,-1389.429,,3158.034,,2315.68,,5500.744,,.1,,589.211,,2342.71,,-3732.139,,.627712419,,-410.301,,-585.722,,,,-66.346,,12.921155759,,80,,.1,,-4976.403,,1300.377,,452.253,,73.32843016,,1358.304,,-201.71,,58.188430061,,.627712419,,32.789949885
99,Secure,.9,97562,99,No,,7.477513579,,19.892340364,,19.429108813,,10025.061,,3.742671874,,-540.5359999999999,,,,.174,,-1685.615,,4364.199,,,,6959.867,,1250.002,,409.725,,2595.668,,-4281.283,,.606242101,,,,-2079.47,,-416.786,,-50,,11.4085,,338,,1250.002,,-3155.57,,790.9589999999999,,1852.949,,81.868337686,,2616.208,,-110.7,,36.686400212,,.606282743,,60.230510728
86,Secure,.9,351454,86,Yes,,-2.259674448,,-3.072344497,,-2.989191474,,10011.245,,.748344,,-1512.1,,20.4959044,,488.451,,-2120.727,,15498.592,,10280.412,,17696.797,,14033.676,,-399.89,,2198.205,,-4318.932,,.395874258,,-362.072,,-2743.616,,-430.434,,-19.773,,-19.224042887,,121,,14033.676,,-1296.597,,-218.746,,3.49,,23.860920345,,13015.793,,,,6.768149216,,.5089695789999999,,
37,Caution,4.1,500,27,Yes,,16.25615551,,36.271205856,,36.271205856,,10009.845,,4.817687878,,-2016.094,,15.941401304,,627.915,,1825.102,,252.626,,,,4635.887,,50,,588.479,,4383.261,,-2558.159,,1.467987721,,,,,,,,-.001,,,,10,,50,,-790.726,,894.727,,2044.714,,,,2077.728,,-165.138,,15.428250887,,1.713443535,,81.219658356
74,Stable,2.2,500,38,Yes,,,,,,,10007,9168,,,-381,-508,,,,,-271,-3,271,3,,,1240,998,,,,,969,995,-1240,-998,.781451613,.9969939880000001,,,-849,-490,,,,,,,,,,,-1722,-1277,,,97,49,,,,,,,17.207954432,13.928883072,.781451613,.9969939880000001,,
92,Secure,.9,165045,88,Yes,4.506409554,22.872788874,8.51735307,45.2415446,8.055958542999999,42.886886048,10002.916,14860.516,3.493450642,3.845381691,-921.254,-880.8579999999999,,,,,2162.602,2297.277,700.732,794.331,160.793,188.131,5118.687,5796.82,.001,.001,121.269,1412.956,4417.955,5002.489,-2255.353,-2705.212,1.958875174,1.849204055,-127.511,-141.073,-81.07599999999999,-335.518,,,-16.115,-72.28700000000001,15.31393112,23.927608007,68,52,.001,.001,-3208.487,-3236.326,532.6420000000001,2095.03,716.305,499.345,8.721065909,16.938780176,2708.224,2930.701,-55.4,-244.412,34.542637367,33.417285106,1.958875174,1.849204055,,
88,Secure,.9,83709,95,Yes,,,,,,,,9992.177,,5.361257126,,-1144.683,,216.089120045,,46.241,,123.13,,1740.645,,,,3900.91,,.1,,-282.512,,2160.265,,-2037.135,,1.037743694,,-238.507,,-257.74,,,,-18.054,,1,,59,,.1,,-1383.438,,467.133,,86.715,,30.533241287,,1625.268,,-15.845,,13.954436556,,1.06044273,,71.420197026
92,Secure,.9,317915,95,Yes,8.113993044000001,5.702274239,12.77197733,9.306682427,9.39754628,6.547554342,9952.224,9180.199000000001,.819374207,.75946301,-695.115,-660.109,4.655131381,5.023309731,2137.904,1827.52,1014.566,782.383,11131.562,11305.367,1198.052,1358.858,14067.525,13879.585,38.67,38.67,432.924,258.046,2935.963,2574.218,-1921.397,-1791.835,.415353516,.416722522,-3097.424,-3475.242,-543.3150000000001,-499.023,-366.501,-3266.866,-114.197,-125.801,10.995341384,7.291301341,221,174,38.67,38.67,-4361.416,-4138.888,1795.941,1448.7,182.84,30.139,41.986930811,48.007837607,8937.049999999999,8504.126,-283.144,-214.378,51.881830634,51.040200763,1.528035591,1.43663786,,
89,Secure,.9,37512,24,Yes,-9.052865715999999,,-39.450999572,,-18.187889236,,9947.653,,2.860982408,,-914.794,,,,,,-1444.928,-1142.371,4921.934,5460.429,4447.337,,6985.567,5524.818,.1,.1,-551.0839999999999,,2063.633,64.389,-3508.561,-1206.76,.588170763,.053356923,-1637.266,-1750,-670.606,-1049.906,,,-118.712,,-4.327127839,,80,,.1,.1,-5612.602,,383.657,,333.166,,158.742871117,109.028145003,1602.986,2568.058,42.764,,51.410387958,,.588170763,.053356923,29.780991684,86.85378590099999
90,Secure,1,312407,85,Yes,41.775528307,64.04634722,60.623030462,108.99358686,58.85400415,104.54591447,9945.341,8480.48,2.571052058,4.29041642,-89.381,-91.22799999999999,,,,,3772.544,1886.51,95.655,90.09999999999999,,,5449.578,3226.515,.197,.197,1859.371,790.931,5353.923,3136.415,-1581.379,-1249.905,3.385603957,2.509322709,,,-245.427,-301.482,,,,-.011,,,114,96,.197,.197,-5497.575,-4344.304,2054.59,2016.776,2949.377,1518.1,9.541232416,20.155636934,3755.322,1895.951,-367.219,-475.534,73.628083743,74.318906477,3.385603957,2.509322709,,
31,Caution,11.2,10421,97,Yes,,.243832598,,.831058002,,.304686113,,9930.364,,.807915623,,-1019.577,,5.139820242,,1932.045,,3304.989,,8986.349,,,,15358.898,,.002,,20.988,,6372.549,,-3067.56,,1.447568752,,-2739.904,,-314.711,,-494.787,,-84.041,,1.44561583,,112,,.002,,-3948.877,,1413.377,,1694.413,,179.742534015,,4506.304,,48.237,,36.413438621,,2.077399953,,41.522828551
99,Secure,.9,583488,95,Yes,,7.975600506,,26.333615985,,14.181333286,,9921.288,,.851439712,,-616.5359999999999,,5.401327509,,1836.824,,-2103.749,,13756.116,,1.107,,20718.954,,15.16,,577.019,,6962.838,,-9066.587,,.565374159,,-5300,,-8033.898,,-728.611,,-172.942,,10.555001099,,25,,30.32,,-2442.756,,1399.866,,1336.014,,213.720289124,,6275.101,,-75.44199999999999,,33.163042944,,.767966821,,43.44478582
77,Stable,2.2,585455,92,No,8.144265403,4.188730614,13.495963688,8.00315013,9.350201314,4.472808335,13994.016,9510.303,.583529521,.262764338,-26.655,-112.421,,,.64,.824,5243.046,7783.141,11685.196,28410.138,,,19434.837,38647.89,94.76000000000001,145.5,-9133.620999999999,1331.689,7749.641,10237.752,-2506.595,-2454.611,3.091445168,4.170488929,-4629.43,-14212.275,-784.4930000000001,-1384.245,,,-716.157,-404.829,4.131066233,4.998863718,378,365,94.76000000000001,145.5,-1936.627,-1419.986,3111.702,2184.329,296.35,741.915,51.027733824,85.772277519,11728.134,20227.735,630.424,-287.167,34.827207572,35.986992213,3.091700494,4.170824624,,
89,Secure,.9,91789,97,Yes,-1.907823613,8.103921861,-2.782374698,11.273782799,-2.753041471,11.142157253,9872.517,11349.549,3.860004363,3.977969585,-832.667,-827.596,9.823859424,11.058306385,1004.953,1026.337,2137.955,2375.405,419.689,477.696,,,3690.75,3922.755,10,10,-289.11,31.836,3271.061,3445.059,-1133.106,-1069.654,1.999908217,2.261219048,,,,,-36.218,-83.541,,,,,28,35,10,10,-1366.378,-1616.296,19.102,409.239,851.153,835.817,1.065484376,1.181329106,2530.68,2819.79,5.303,-62.061,16.08010399,17.041205778,2.886809354,3.220722776,,
97,Secure,.9,849196,99,Yes,10.049565513,10.738502172,12.041422204,14.20995993,11.957408841,14.110263044,9861.809999999999,10295.949,.698780731,.795176723,-429.865,-437.754,7.598990275,6.533352243,1297.779,1575.906,6388.923,5615.581,7723.959,7332.42,,,16792.119,17013.518,.1,5.4,1157.258,1051.023,9068.16,9681.098,-2679.237,-4065.517,2.900221593,1.993643613,,,-436.584,-763.6180000000001,-153.733,-399.233,,,,,135,140,5.4,5.4,-4079.907,-4033.935,1816.978,1955.667,2839.985,3251.345,3.817854415,6.645799951,14014.416,12857.158,-330.277,-325.974,54.366480393,53.474138227,3.384605393,2.381271066,,
89,Secure,.9,356124,89,Yes,,-10.754474738,,-13.823900592,,-13.823900592,,9860,,.957188622,,-1324,,9.781746031999999,,1008,,5709,,4592,,1419,,13241,,64,,-1378,,8649,,-2940,,2.598979592,,,,-254,,-143,,-2,,,,130,,64,,-5234,,-1227,,5150,,2.465780021,,10301,,46,,41.744421907,,2.941836735,,
95,Secure,.9,188335,95,Yes,,3.90312251,,10.796300987,,9.850732273,,9854.700000000001,,3.637999368,,-852.742,,4.959145562,,1987.177,,1598.993,,1109.831,,61.298,,6836.552,,.1,,244.099,,5726.721,,-4127.728,,.905956982,,-176.527,,-2651.539,,-117.117,,-223.884,,2.19186275,,83,,.1,,-2953.907,,895.097,,41.238,,116.880187475,,2471.578,,-22.74,,35.739596335,,1.38737848,,56.622971866
89,Secure,.9,158593,89,Yes,,.65230252,,1.629974,,1.514737934,,9854.700000000001,,2.936650454,,-852.742,,4.959145562,,1987.177,,-568.1180000000001,,3923.88,,2875.347,,7792.55,,3125,,28.091,,3868.67,,-4436.788,,.424066464,,-176.527,,-2622.248,,-117.118,,-223.884,,1.227041682,,83,,3125,,-3062.823,,895.553,,42.982,,91.694062176,,3118.516,,-22.74,,35.739596335,,.871952863,,66.720011023
88,Secure,.9,196268,95,Yes,,19.16050801,,35.871742673,,35.615321777,,9850.528,,4.411642888,,-90.036,,5.088179888,,1935.963,,2096.888,,135.96,,,,4150.391,,400,,-1363.794,,4014.431,,-1917.543,,1.083922499,,,,-1198.976,,-15.209,,-20.11,,40.544306315,,12,,400,,-1344.074,,880.114,,128.573,,54.803740561,,2216.887,,-159.03,,21.221725374,,2.093528541,,
97,Secure,.9,455909,88,Yes,,19.282497287,,42.764718188,,38.425735452,,9846.087,,2.887319863,,-598.995,,6.151793507,,1600.523,,2083.85,,1326.263,,,,6795.598,,1,,-4.86,,5469.335,,-3385.485,,1.142764478,,-200.568,,-1421.516,,,,-11.375,,116.196571429,,98,,1,,-4324.341,,1480.589,,2331.045,,57.684220283,,3064.117,,-170.221,,57.171849081,,1.615524807,,82.115304888
99,Secure,.9,469395,97,Yes,,11.343985257,,14.267148813,,13.75899761,,9846.087,,1.01355742,,-598.995,,6.151793507,,1600.523,,8388.121999999999,,1326.263,,,,11782.473,,1.464,,1161.381,,10456.21,,-2068.088,,4.282064883,,-200.568,,-73.381,,-57.542,,-11.375,,118.503472527,,98,,1.464,,-4326.327,,1478.603,,7275.161,,4.476511383,,9368.388999999999,,-175.221,,57.171849081,,5.055979243,,
99,Secure,.9,391691,95,Yes,,22.824966586,,25.868338583,,25.812913918,,9841.75,,1.608560137,,-314.495,,95.688464979,,102.852,,1982.464,,4135.896,,,,6919.296,,.1,,1262.617,,2783.4,,-800.936,,3.34676928,,,,-42.272,,,,,,,,95,,.1,,-1145.119,,2173.974,,955.323,,.907104393,,6105.251,,-316.71,,27.577138212,,3.475184035,,
97,Secure,.9,1077000,99,Yes,,21.867431031,,29.207004903,,29.097141712,,9823.672,,.657791453,,-814.838,,,,,,9608.249,,5326.077,,5000,,19871.845,,50,,-674.587,,14545.768,,-4937.519,,2.945966993,,,,-3348.785,,-105.978,,,,,,110,,50,,-5511.949,,5387.74,,14271.183,,22.885647745,,14878.15,,-1020.049,,,,2.945966993,,
74,Stable,2.2,4451,98,Yes,,-13.780402404,,-128.681106507,,-95.268411122,,9823.190000000001,,14.446228803,,-1096.554,,9.424785469,,1042.272,,264.14,,415.843,,,,4700.944,,.057,,-571.402,,4285.101,,-4020.961,,.806481087,,-62.292,,-1596.553,,,,-6.081,,,,61,,.057,,-2028.805,,442.938,,358.953,,352.212259297,,503.422,,76.407,,14.120433383,,1.065690764,,11.993314151
36,Caution,11.2,73047,92,Yes,,3.947246741,,5.342610668,,5.342610668,,9818.727000000001,,1.412623586,,-518.4880000000001,,67.163689967,,146.191,,6903.667,,47.036,,,,9407.798000000001,,1,,373.992,,9360.762000000001,,-2457.095,,3.750189146,,,,-880.126,,,,-21.666,,18.139711991,,38,,1,,-2258.418,,306.058,,299.921,,12.662402638,,6950.703,,2.643,,25.93658017,,3.809686642,,
35,Caution,10.6,40068,42,Yes,,17.756125058,,40.553588671,,40.553588671,,10626,,5.862890248,,-656,,,,,,1614,,59,,,,3821,,598,,463,,3762,,-2148,,1.751396648,,,,,,,,,,,,146,,598,,-932,,782,,988,,,,1673,,-205,,16.299642387,,1.751396648,,77.886405959
97,Secure,.9,56977,89,Yes,,1.043782307,,2.9652421,,2.872083946,,9793.438,,6.49013038,,-989.674,,9.529601454,,1027.686,,1471.247,,37.727,,,,4152.111,,4.7,,103.183,,4114.384,,-2643.137,,1.167816122,,-20.152,,-1270.131,,,,-16.717,,3.592510618,,102,,4.7,,-1843.83,,92.697,,901.386,,90.145576631,,1461.567,,59.844,,18.985345085,,1.556629112,,54.322360088
22,Caution,10.6,,27,No,,-8.761904762,,-8.761904762,,-8.761904762,,14684,,55.939047619,,,,,,,,175,,,,,,175,,,,-173,,175,,,,,,,,,,,,-2,,-10.5,,1604,,,,-963,,-21,,,,,,175,,-16,,6.415145737,,,,
95,Secure,.9,332007,95,Yes,,10.948767213,,38.485983396,,16.869085034,,9788.852000000001,,1.835859765,,-517.942,,161.665598679,,60.55,,-740.064,,6072.09,,,,8215.208000000001,,.004,,554.2380000000001,,2143.118,,-2883.182,,.72231583,,-2628.905,,-1541.723,,-111.788,,-463.258,,2.941604894,,124,,.004,,-5891.933,,2125.009,,443.955,,194.111815349,,2337.121,,-145.226,,74.08005555699999,,.743316932,,39.759891271
99,Secure,.9,971395,99,Yes,5.046551515,4.974777718,5.527955685,5.996753915,5.27417172,5.401715636,9774.819,15158.106,.56042763,.854385501,-600.114,-1175.702,581.073534657,,16.822,13.71,4044.139,4713.915,13397.576,13027.615,,,18228.408,19264.117,20.01,20.01,659.884,641.38,4830.832,6236.502,-786.693,-1522.587,6.119299396,4.086986162,-633.547,-1596.145,-52.991,-169.912,-428.366,-249.299,-17.669,-47.812,53.063274662,21.044068435,16,15,20.01,20.01,-484.316,-554.713,977.004,1137.48,3075.571,3050.624,5.130262761,12.07893376,16640.98,15981.096,-100.022,-156.967,10.134827049,8.342315326,6.140682579,4.095990574,,
86,Secure,.9,152083,86,Yes,,9.331184529,,13.123300091,,13.123300091,,9774,,2.21532185,,,,,,,,4085,,327,,,,6205,,2,,453,,5878,,-1793,,3.278304518,,,,-55,,,,,,,,54,,2,,-9216,,558,,,,1.246600181,,4412,,-126,,,,3.278304518,,
33,Caution,10.1,500,,Yes,,-206.146435453,,,,,,9768,,50.350515464,,-657,,,,,,125,,69,,,,5190,,,,-10713,,5121,,-4996,,1.025020016,,,,-1507,,,,-199,,-52.763819095,,27,,,,-14338,,-10572,,821,,809.625668449,,187,,-14,,36.036036036,,1.025020016,,3.737757346
47,Normal,4.2,427537,68,Yes,,17.561441183,,35.504100338,,33.815759246,,9763,,2.242821043,,-41,,,,,,4317,,36,,,,8382,,1,,-5814,,8346,,-4029,,2.071481757,,,,,,,,,,,,,,1,,-1032,,1346,,7571,,4.99276411,,4146,,-282,,24.285567961,,2.071481757,,97.875354108
42,Normal,5,530350,,Yes,.90569157,,2.625969994,,1.173575233,,13828.442,,.479624458,,-1996.905,,2.26756087,,4304.737,,5403.256,,14948.611,,14458.807,,26371.502,,95.819,,-239.166,,11422.891,,-6019.635,,1.182489304,,-11227.52,,-971.798,,-21324.304,,-688.285,,1.491603042,,67,,95.819,,-4609.84,,2366.037,,2724.222,,134.442540445,,9095.476000000001,,-577.529,,40.384397606,,1.897605253,,52.647964295,
40,Caution,4.2,500,88,Yes,289.66,-.084829216,289.66,-1.530862064,289.66,-1.530862064,9752.846,10016.402,975.2846,144.249575161,,,,29.68596849,,337.412,10,-1.482,,70.92,,,10,1253.106,10,10,-59.438,-.963,10,1182.186,,-1183.668,,.713691677,,,,-721.5119999999999,42.294,,,,,,27,32,10,10,-1153.122,-1411.023,57.592,40.464,,45.129,,,10,69.438,-5.504,.1,12.120441561,14.076511706,,.99874796,,5.8663409
76,Stable,1.8,46041,66,Yes,,15.352750468,,70.41032207400001,,70.41032207400001,,9711.928,,12.215739201,,-820.874,,8.237169826000001,,1179.037,,795.034,,,,,,3646.161,,.003,,-328.825,,3646.161,,-2851.127,,.8653153649999999,,,,-1562.283,,,,-35.42,,16.804234896,,31,,.003,,-2521.241,,595.206,,479.964,,196.505180911,,795.034,,-253.805,,32.088860214,,1.278849031,,27.884903058
29,Caution,11.2,117840,29,Yes,,-18.2126372,,-20.932596627,,-20.450745843,,9706.287,,.452466293,,-1161.162,,18.632684363,,520.928,,-514.859,,21966.815,,21672.706,,24088.137,,30000,,-4330.821,,2121.322,,-2636.181,,.607088057,,,,,,,,,,,,71,,30000,,-10213.777,,-1088.33,,1477.549,,2.356152618,,20958.15,,56.264,,60.030081534,,.804695125,,
99,Secure,.9,193285,92,Yes,,2.766836323,,6.331531033,,6.107608019,,9680.558999999999,,2.927504891,,-712.178,,52.398437881,,184.749,,-295.043,,3601.804,,1010.45,,7299.456,,8.012,,133.17,,3697.652,,-3992.695,,.879832544,,,,-675.043,,188.26,,,,,,158,,8.012,,-3824.309,,569.943,,1486.096,,24.828759554,,3189.813,,-68.794,,41.564862112,,.926104298,,77.61776387899999
97,Secure,.9,182208,89,Yes,,2.766809682,,5.589360947,,5.073152548,,9680.558999999999,,2.431692722,,-712.178,,52.398437881,,184.749,,379.192,,3601.804,,1010.45,,7299.454,,7.443,,112.926,,3697.65,,-3318.458,,1.058594383,,,,-.806,,188.26,,,,,,158,,7.443,,-3824.309,,569.941,,1486.096,,10.197604481,,3613.329,,-68.794,,41.564841452,,1.11426753,,98.025134796
95,Secure,.9,129741,92,Yes,5.041359879,5.217781675,17.422144839,20.630078921,8.835165601,8.399577573,9650.393,7852.853,1.848368158,1.468334026,-621.211,-543.583,,,,,1413.135,1024.349,3807.899,4323.789,3658.269,4103.011,9150.050999999999,8609.424999999999,24,24,470.2,601.679,5342.152,4285.636,-3929.017,-3261.287,1.359666298,1.314093485,-2313.278,-2882.757,-655.415,-569.579,-29.825,-279.536,-158.534,,3.909703912,,143,124,24,24,-2934.567,-3124.969,1328.967,954.421,131.111,72.773,121.945005203,171.765943132,2647.705,2177.505,154.593,152.458,40.148188784,44.937196711,1.359666298,1.314093485,40.719226568,33.854665481
85,Secure,.9,157213,89,Yes,,10.006807352,,52.462526767,,52.462526767,,9650,,3.443968594,,-736,,,,,,2722,,80,,,,14690,,100,,1200,,14610,,-11888,,1.22897039,,,,-5465,,,,-131,,12.221374046,,42,,100,,-8049,,1613,,23,,195.039257673,,2802,,-270,,100,,1.22897039,,23.569986541
29,Caution,11.2,500,92,Yes,,-3.076428657,,,,-8.179255341999999,,9649.912,,5.309191422,,-1058.535,,29.080452635,,331.835,,-928.413,,2745.999,,,,4832.389,,6.312,,-73.755,,2086.39,,-3014.803,,.581979983,,-1619.566,,-1511.342,,,,-158.139,,.05990932,,71,,6.312,,-9640.912,,456.692,,2.075,,,,-43.949,,74.91,,,,.692048535,,
29,Caution,11.2,500,86,Yes,,-4.163030095,,,,-10.927713089,,9649.912,,5.212885939,,-1058.535,,29.080452635,,331.835,,-921.646,,2772.811,,26.812,,4859.201,,1500,,-127.38,,2086.39,,-3008.036,,.583289229,,-1619.205,,-1504.574,,-42.197,,-158.139,,-.279191091,,71,,1500,,-9694.537,,456.692,,2.075,,,,-10.009,,74.91,,,,.693605396,,
28,Caution,11.2,500,36,Yes,,-13.241926389,,,,-99.744267243,,14469.819,,11.273135439,,-2004.458,,14.666266304,,657.737,,-2359.548,,3215.259,,,,6445.608,,1,,-1114.232,,3230.349,,-5589.897,,.460225296,,-1713.84,,-2853.633,,-407.769,,-555.854,,-1.303273881,,73,,1,,-1897.716,,73.455,,.253,,,,-1087.816,,177.401,,7.687552968,,.577890612,,
97,Secure,.9,179243,97,Yes,,.896135894,,1.181833635,,1.068921799,,9623.065000000001,,1.287655093,,-832.444,,7.430094808,,1295.147,,3271.981,,4201.344,,.989,,8914.272999999999,,73.657,,248.815,,4712.929,,-1440.948,,2.371898223,,-460.879,,-206.785,,-737.277,,-25.532,,4.128779571,,117,,80.771,,-1612.474,,507.077,,1379.274,,13.622406491,,6759.327,,169.269,,17.636324809,,3.270714141,,
99,Secure,.9,251635,38,Yes,,11.95667667,,21.795791032,,14.834110265,,9614.959999999999,,1.439707523,,-384.919,,109.704714527,,87.64400000000001,,283.988,,6394.424,,,,8285.605,,.001,,957.866,,1891.181,,-1607.193,,1.122165788,,-119.186,,-211.56,,,,-216.051,,5.585412703,,161,,.001,,-3181.233,,1414.958,,234.708,,51.584704623,,4545.295,,-32.817,,45.220853753,,1.176698131,,
92,Secure,.9,12298,92,Yes,,2.080099634,,,,3.411425735,,9611.726000000001,,2.377356493,,-292.923,,4.292497472,,2239.192,,1999.203,,2043.828,,214.013,,6630.692,,1395,,138.925,,4586.864,,-2587.661,,.907256399,,-4854.851,,-1505.286,,-213.353,,-86.28,,2.598574409,,75,,1395,,-4108.179,,425.391,,345.875,,,,-811.8200000000001,,1,,44.799477222,,1.772590768,,
92,Secure,.9,163609,92,Yes,3.652594341,1.91959101,9.927617118000001,6.546981655,8.365434414999999,4.62565948,9604.737999999999,9878.584999999999,3.279154286,3.158849579,-1126.79,-931.564,7.171134593,6.57093435,1339.361,1503.376,-64.393,76.565,2993.422,3050.708,,,6708.273,7535.824,.995,.995,258.603,-10.363,3714.851,4485.116,-3779.244,-4408.551,.6285622199999999,.67635375,-363.908,-807.178,-1608.136,-2151.923,,-265.996,-84.37,-85.131,3.904183952,2.699228248,70,73,.995,.995,-763.181,-765.968,685.984,588.317,764.535,881.55,83.830438086,138.929324985,2468.125,2209.522,13.577,44.98,11.375396185,10.07994566,.982961407,1.017367384,58.208463478,41.483227951
89,Secure,.9,130378,85,Yes,4.234120536,5.167421433,20.3139689,10.909217016,11.798131879,7.696794986,9600.861000000001,8145.932,6.471663062,2.252092105,-914.4349999999999,-758.97,12.280975022,11.585786883,781.7670000000001,703.097,187.791,37.748,1295.732,3579.303,,,4133.751,5387.542,50,50,-1690.329,191.806,2838.019,1808.239,-2650.228,-1770.491,.7758773960000001,.6242008570000001,-475.327,-899.329,-861.3920000000001,-537.75,,-144.766,-46.271,-69.26300000000001,4.782671652,5.019418737,98,91,50,50,-739.587,-649.809,732.715,557.352,791.903,1.685,172.153771875,62.809318233,861.614,2551.943,22.143,29.157,9.58602567,12.046626463,1.070858432,1.021320639,26.331843685,89.996610945
92,Secure,.9,1974000,95,No,,4.44658154,,6.478672583,,6.425531916,,9567.254000000001,,.104632598,,-199.75,,1.20925282,,7911.707,,-6530.674,,97967.322,,,,132130.513,,82000,,2199.724,,34163.191,,-40693.865,,.645096847,,-750,,-34863.656,,,,-1011.646,,6.807655049,,18,,82000,,-3673.221,,797.846,,13195.838,,39.271112987,,90686.648,,-4.595,,37.95744317,,.839516989,,
95,Secure,.9,428074,95,Yes,,9.771399654,,11.429496823,,10.811016534,,9561.989,,1.130179661,,-440.258,,2.724875589,,3509.147,,3525.908,,4934.684,,,,9360.746999999999,,.102,,636.825,,4426.063,,-900.155,,1.018620127,,-194.043,,-137.74,,-84.42400000000001,,-8.824,,104.657751587,,64,,500.102,,-2312.664,,1019.294,,609.521,,7.441988502,,8002.767,,-202.852,,33.842624165,,4.917000961,,
95,Secure,.9,209711,92,Yes,,2.233698905,,9.223582693999999,,3.498420844,,9553.343000000001,,2.577078395,,-503.385,,331.195805166,,28.845,,-187.073,,3894.117,,21.333,,5805.975,,.49,,78.947,,1911.858,,-2098.931,,.897129539,,-2085.784,,-1183.219,,152.335,,-185.463,,1.699266161,,108,,.49,,-738.43,,1417.9,,324.38,,247.80199538,,1406.048,,-27.855,,10.711527891,,.910872249,,31.956166545
86,Secure,.9,191529,64,Yes,1.272624746,-.748435831,3.550096307,-2.196051149,3.410608766,-2.135584976,9530.099,8970.871999999999,.930858539,.907203884,-908.071,-131.183,20.784568981,51.647266761,458.518,173.695,-14879.214,-14682.389,25117.181,24570.874,921.307,889.801,27437.546,28215.779,2.116,2.116,219.49,-162.73,2320.365,3644.905,-17199.579,-18327.294,.108249568,.189401119,,,-13932.736,-14504.428,,,-504.942,-437.635,1.691519026,.517458613,88,68,2.116,2.116,-7769.545,-8235.85,1870.631,1081.016,1175.219,1183.215,145.744489083,153.664388743,9835.705,9616.215,-129.687,48.447,93.99737610299999,94.284234576,.134908244,.198878514,55.878842446,51.701292568
57,Normal,2.2,53246,44,Yes,-7.424437778,-3.608807654,,,-8.723740510000001,-4.200337621,9530.099,2750.332,.263747896,.147835483,-908.071,-131.183,20.784568981,31.66852241,458.518,173.695,-3689.802,-2288.291,39823.167,39496.3,2118.951,2243.048,42456.831,43306.88,46.714,46.764,-3541.183,-836.524,2633.664,3810.58,-6323.466,-6098.871,.343980026,.596321024,-37311.363,-35234.131,-674.184,,-1667.858,-19232.392,-3541.954,-950.9589999999999,.110044625,.178270567,88,35,46.714,46.764,-8233.963,-2439.757,1561.816,542.532,1429.618,1183.215,,,-4146.846,-605.663,-389.002,-55.093,93.99737610299999,94.84702210499999,.416490577,.624800885,,
92,Secure,.9,593090,92,Yes,7.748076397,9.335170854999999,12.860689975,14.154557895,9.332423657,11.851124163,9526.275,9400.471,.687618553,.979616045,-429.432,-589.806,314.772501983,305.965076162,30.264,30.724,-372.122,-312.78,14226.133,9908.857,1125.064,1258.422,16686.916,12182.348,866.662,866.662,485.819,711.377,2460.783,2273.491,-2832.905,-2586.271,.857959939,.867181745,-3294.463,-1440.095,-1432.915,-1271.144,,-291.852,-60.854,-63.907,22.24617938,18.795280642,113,111,866.662,866.662,-1511.313,-1522.464,1833.917,1730.666,445.856,524.449,52.059815192,35.257556041,10053.232,8034.465,-307.096,-253.866,30.055745819,28.965676294,.868642965,.879061398,,
