Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019,TurnoverthGBP2020,TurnoverthGBP2019,NetAssetsTurnoverx2020,NetAssetsTurnoverx2019,TradeCreditorsthGBP2020,TradeCreditorsthGBP2019,StockTurnoverx2020,StockTurnoverx2019,StockWIPthGBP2020,StockWIPthGBP2019,NetCurrentAssets2020,NetCurrentAssets2019,FixedAssetsthGBP2020,FixedAssetsthGBP2019,IntangibleAssetsthGBP2020,IntangibleAssetsthGBP2019,TotalAssetsthGBP2020,TotalAssetsthGBP2019,OrdinarySharesthGBP2020,OrdinarySharesthGBP2019,RetainedProfitLossGBP2020,RetainedProfitLossthGBP2019,CurrentAssetsthGBP2020,CurrentAssetsthGBP2019,CurrentLiabilitiesthGBP2020,CurrentLiabilitiesthGBP2019,LiquidityRatiox2020,LiquidityRatiox2019,LongTermDebtthGBP2020,LongTermDebtthGBP2019,ShortTermLoansOverdrafts2020,ShortTermLoansOverdrafts2019,CapitalExpenditure2020,CapitalExpenditure2019,InterestPaidthGBP2020,InterestPaidthGBP2019,InterestCoverx2020,InterestCoverx2019,Numberofemployees2020,Numberofemployees2019,IssuedCapitalthGBP2020,IssuedCapitalthGBP2019,AdministrationExpensesthGBP2020,AdministrationExpensesthGBP2019,EBITDAthGBP2020,EBITDAthGBP2019,BankDepositsthGBP2020,BankDepositsthGBP2019,Gearing2020,Gearing2019,ShareholdersFundsthGBP2020,ShareholdersFundsthGBP2019,TaxationthGBP2020,TaxationthGBP2019,Grossmargin2020,Grossmargin2019,Currentratiox2020,Currentratiox2019,SolvencyratioLiabilitybased2020,SolvencyratioLiabilitybased2019
85,Secure,.9,1407000,92,No,,-1.066599362,,-6.218491975,,-5.996111199,,931189,,24.467628357,,-10537,,6.303274194,,147731,,-3896,,41954,,2778,,213951,,,,-7110,,171997,,-175893,,.137958873,,-89,,-133340,,,,-5991,,.61909531,,1753,,,,-119475,,13638,,9,,367.062702673,,36697,,172,,13.683473495,,.97785017,,20.703058887
95,Secure,.9,25416000,99,No,21.48604691,19.171348315,58.754681648,55.544252289,57.51604033,40.088105727,904900,900300,4.147112741,3.305066079,-135800,-148800,4.122551253,4.432791728,219500,203100,137100,199100,81100,73300,40000,36600,584100,569600,100,100,-39800,-14000,503000,496300,-365900,-297200,.774801858,.98654105,,,-191600,-94100,,,-2500,-2100,51.2,53,3342,3140,100,100,-268900,-274600,148700,133200,4000,5600,91.85393258400001,86.419125127,213600,196600,-15300,-23200,27.273731904,27.179828946,1.374692539,1.669919246,57.651821862,52.707774799
95,Secure,.9,21611000,85,No,,10.402112796,,37.4425023,,13.28762651,,841400,,.915660028,,-85000,,1.008510128,,834300,,733800,,185100,,146200,,1173800,,100,,99000,,988700,,-254900,,.605727736,,-522700,,,,9000,,-46900,,3.603411514,,1009,,100,,-47900,,164800,,139800,,181.784728611,,326100,,-23100,,25.041597338,,3.878775991,,38.468797924
92,Secure,.9,20436000,92,No,,10.349211731,,36.766034327,,13.201427181,,841400,,.90971997,,-85000,,1.008510128,,834300,,739800,,185100,,146200,,1179800,,151000,,99000,,994700,,-254900,,.629266379,,-529100,,-2100,,,,-46900,,3.603411514,,1009,,151000,,-47900,,167200,,139800,,179.132791328,,332100,,-23100,,25.041597338,,3.902314633,,39.176595494
38,Caution,4.2,3454000,95,No,,12.476496864,,38.463973029,,33.032870674,,813885,,2.404543279,,-241856,,12.978552065,,62710,,-153879,,492357,,10603,,896157,,10216,,67689,,403800,,-557679,,.61162425,,-5599,,-285721,,,,-2869,,39.971418613,,2393,,10216,,-168395,,143210,,48109,,114.733818394,,290685,,-22721,,33.808707618,,.72407245,,48.009651974
28,Caution,11.2,500,29,No,,-13.485642606,,,,549.574004359,,810804,,,,-2330,,,,39,,-74679,,69632,,35004,,205678,,,,-27239,,136046,,-210725,,.645424131,,-2125,,-128576,,,,-1623,,-16.08995687,,896,,2128,,-53989,,-18624,,28764,,,,-25403,,498,,6.259342578,,.645609206,,
77,Stable,2.2,9665000,35,No,.17457375,,.745210258,,.254219323,,810512,,1.385661141,,-78413,,3.328659726,,243495,,64024,.001,520904,,154283,,851789,.001,,,507,,330885,.001,-266861,,.327473853,,-378825,,-128854,,,,-48079,,1.030928264,,2194,,2993,.001,-24506,,111756,,72927,,257.711948923,,199541,.001,-980,,11.06066289,,1.239915162,,30.592811323,
86,Secure,.9,7429000,86,No,,.372526647,,2.494807926,,.558337499,,798876,,2.335300669,,-75320,,3.988974939,,200271,,99819,,242268,,127729,,512715,,,,-1769,,270447,,-170628,,.411280681,,-239884,,-27213,,-41709,,-1030,,2.854368932,,2141,,66,,-35508,,60478,,34538,,382.373071749,,76559,,-3679,,7.85916713,,1.585009494,,17.553123194
25,Caution,11.2,500,89,No,,-.505777409,,,,-1.628740823,,793244,,1.366750117,,-547929,,1.927178463,,411609,,-243982,,824369,,90663,,1869004,,51022,,-6555,,1044635,,-1288617,,.491244489,,-581327,,-601440,,,,-24604,,.61579418,,2079,,51022,,-132515,,22174,,42149,,,,-5278,,2898,,16.014366324,,.810663681,,
95,Secure,.9,19960000,95,No,15.30698959,14.718066743,120.384294069,161.898734177,64.76404494400001,92.146974063,739500,752800,3.323595506,5.423631124,-448600,-481600,180.365853659,396.210526316,4100,1900,17900,15300,204600,123500,102500,91900,941400,869000,,600000,155100,32700,736800,745500,-718900,-730200,1.019195994,1.018351137,-78900,-50000,-33700,-116600,,-44000,-10000,-6300,15.41,21.301587302,3586,3408,600000,600000,-587000,-614600,188700,165600,36600,28700,114.035087719,223.291139241,119700,79000,-29900,-30100,,,1.024899151,1.020953164,14.56736035,10
95,Secure,.9,6688000,95,No,,4.719888223,,23.569329287,,23.252086182,,720310,,16.979633209,,-16545,,4.73405409,,152155,,6441,,35981,,1508,,208988,,500,,5153,,173007,,-166566,,.125187613,,,,-79482,,,,-4781,,3.063166702,,1244,,500,,-86918,,17742,,8,,191.280972976,,41851,,-1711,,14.099901431,,1.038669356,,25.039937297
97,Secure,.9,19502000,99,No,,5.644282731,,7.893268563,,7.231502667,,694080,,1.062250825,,-53954,,3.543466275,,195876,,373855,,279550,,4234,,837148,,60275,,-40845,,557598,,-183743,,1.968630097,,,,-3418,,-7524,,,,,,4440,,60275,,-175922,,63943,,202131,,9.722129417,,598624,,-11935,,31.88450899,,3.034662545,,
42,Normal,4.2,1323000,99,No,4.626121726,11.026167103,21.805077453,58.704750074,19.966509062,51.55645244,685983,628185.216,13.514243499,14.560563938,-89700,-80479.677,,317.114391032,,1980.942,49864,42381.586,896,761.332,,,219082,201728.831,110,.825,8557,-11524.83,218186,200967.499,-168322,-158585.913,1.296241727,1.254755566,-4206,,-17846,,,,-2,-4.818,,,336,275,110,.825,-21336,-18261.515,10383,22418.424,53303,61228.575,47.603270224,13.864991277,46480,37889.537,-1578,-3767.788,4.558713554,6.432289231,1.296241727,1.267246852,26.929004299,23.126037762
39,Caution,4.2,1461000,99,No,4.24652625,9.963691814000001,19.687473711,50.803113347,18.049824534,44.941491423,685983,628185.216,13.227083414,13.796733879,-89700,-80479.677,,317.114391032,,1980.942,50966,44770.112,896,761.332,,,220439,205370.764,1,.85,7270,-13987.145,219543,204609.432,-168577,-159839.32,1.302330686,1.267701151,,,,,-582,-553.0119999999999,-2,-4.818,,,336,275,1,.85,-22190,-20112.381,9532,20567.558,85745,86229.85400000001,9.072936822000001,13.042784605,47548,40278.063,-1578,-3767.788,4.559150883,6.432289231,1.302330686,1.280094485,27.501720737,24.397240312
95,Secure,.9,6289000,92,No,17.092924126,13.123718387,26.260641781,22.001527884,25.573979592,21.217032562,678600,580200,4.327806122,5.129217622,,,18.144385027,16.612741589,37400,38100,49500,13400,107300,110000,,,234600,199500,,,33700,-31000,127300,89500,-77800,-76100,1.155526992,.67542707,,-4400,-70300,-70600,,,-200,-200,201.5,121,1507,1554,,,-14800,-13700,38800,30700,,,48.722986248,63.025210084,152700,119000,-6400,-5000,6.999705276,6.532230265,1.636246787,1.1760841,,
93,Secure,.9,20344000,89,No,16.198865333,6.448038998,50.278035218,23.373493976,20.126136153,7.527159855,672200,454400,1.24689297,1.175375065,-33400,-20000,7.468888889,8.430426715999999,90000,53900,159800,101900,379300,284700,257200,251800,669800,451300,,,87200,17400,290500,166600,-130700,-64700,1.534047437,1.741885626,-321800,-255500,-41800,-3200,-21900,,-35400,-39100,4.064971751,1.744245524,1606,1870,,,-446000,-278600,179600,78800,117200,58400,169.184430028,213.092369478,215800,124500,-21300,-11700,,,2.222647284,2.57496136,47.533039648,38.096695226
86,Secure,.9,1136000,64,No,.874431973,-2.666885132,6.147715953,-20.981195026,3.978999724,-20.958945614,637921,633843,29.378327346,48.011134677,-17275,-17861,32.137078086,32.579953739,19850,19455,15628,6813,6086,6389,3183,3370,98807,103754,10000,10000,957,-2772,92721,97365,-77093,-90552,.9452349759999999,.86038961,-7660,-14,-16355,-28875,,,-1060,-1255,1.81509434,-1.204780876,194,204,10000,10000,-35163,-33949,2612,-830,3530,3,170.876618756,219.055201699,14054,13188,93,-5,5.746636339,5.018592932,1.2027162,1.075238537,16.582303871,14.561756067
95,Secure,.9,11069000,88,No,,19.726087133,,59.871033273,,50.339669518,,632677,,4.093354123,,-20220,,94.514042426,,6694,,49977,,104585,,7779,,394432,,,,63541,,289847,,-239870,,1.180443574,,-1247,,-18379,,,,-38,,,,3002,,350,,-29534,,82342,,1425,,33.076579765,,129956,,-14265,,16.518539476,,1.208350356,,49.137161784
99,Secure,.9,7774000,99,No,7.583179902,6.989816297,10.228209352,9.541266602,10.103437872,9.416171584000001,616251.975,587712.312,3.586372651,3.755759938,-38204.855,-31992.506,14.278578329,13.050170738,43159.197,45034.837,68694.117,60712.135,103137.434,95770.79300000001,,,228939.498,210802.407,64250.001,64250.001,15304.13,-14767.169,125802.064,115031.614,-57107.947,-54319.479,1.447134267,1.28861282,,,,-6023.411,,,-138.024,-315.758,126.781704631,47.664537399,3690,3588,64250.001,64250.001,-56228.581,-53093.55,29842.457,26892.734,14667.687,2.463,1.234940835,5.228895033,169735.419,154431.289,-2056.764,-2545.87,11.830846627,11.474858298,2.202881921,2.117686254,,
95,Secure,.9,20034000,99,No,27.095499569,32.90820336,36.427302326,46.292755885,34.464236193,44.409025408,616136,544705,2.628734774,3.397971342,,,,,,,35830,17937,198555,142366,,,298127,216326,25000,25000,66085,27856,99572,73960,-63742,-56023,1.562109755,1.320172072,-6553,,-14637,-12740,,,-329,,246.52887538,,,7073,25000,25000,-1449,-1204,107999,92803,1247,543,12.296508744,12.526336325,221754,153780,-14694,-13333,13.399152135,13.286274222,1.562109755,1.320172072,,
92,Secure,.9,7450000,95,No,,8.386619422000001,,22.734242744,,20.764124254,,608200,,3.407187474,,-58454,,4.266632994,,142548,,65293,,113212,,29943,,441954,,4864,,22234,,328742,,-263449,,.706755387,,,,-166903,,,,-154,,241.681818182,,1981,,4864,,-43259,,68006,,21725,,111.85995731,,163036,,-5172,,13.402334758,,1.24783924,,58.453022035
23,Caution,11.2,,23,No,,2.419233092,,,,-42.450331126,,607909,,,,-1407,,179.961219657,,3378,,-1510,,,,,,26496,,,,641,,26496,,-28006,,.825465972,,,,-18584,,,,-1,,642,,,,,,-232228,,642,,12679,,,,-1510,,,,38.166732192,,.946082982,,
95,Secure,.9,1893000,92,No,,.632871783,,2.836755089,,1.423819497,,607907,,5.349504567,,,,4.353013204,,139652,,18056,,95582,,10322,,255660,,90,,-867,,160078,,-142022,,.143822788,,-47372,,-6091,,-2004,,-1840,,1.879347826,,1806,,90,,-82474,,7851,,112,,109.914616828,,57037,,-485,,14.0840622,,1.127135233,,28.716211114
47,Normal,4.2,13500000,64,No,4.315196998,9.066183136999999,21.596244131,38.167938931,6.060606061,12.5,576000,598000,.758893281,.7475000000000001,-37000,-27000,,,,,31000,126000,728000,674000,257000,260000,1066000,1103000,,,-68000,97000,338000,429000,-307000,-303000,1.100977199,1.415841584,-500000,-500000,-94000,-75000,,,-14000,-14000,4.285714286,8.142857143000001,3081,3232,,,-291000,-288000,109000,148000,,4000,300.469483568,233.969465649,213000,262000,-14000,-3000,,,1.100977199,1.415841584,24.970691676,31.153388823
95,Secure,.9,6980000,88,No,,6.876482,,30.614203455,,29.026387625,,519800,,4.729754322,,-80400,,18.630824373,,27900,,78600,,31300,,100,,463900,,,,13600,,432600,,-354000,,1.143220339,,,,-250000,,,,,,,,958,,1700,,-76200,,35600,,6400,,245.393474088,,104200,,-6300,,20.373220469,,1.222033898,,28.968584932
99,Secure,.9,8808000,99,No,,4.53890392,,24.932009833,,5.795352955,,516199,,.746731416,,-31717,,,,49,,-30216,,721494,,145698,,882636,,146462,,28924,,161142,,-191358,,.841840947,,-270392,,-28287,,,,-22975,,2.743721436,,1712,,146462,,-99961,,107121,,67869,,347.810934437,,160685,,-11507,,,,.842097012,,22.257050686
27,Caution,11.2,500,55,No,,.053487729,,.119174324,,.104933564,,487177,,.357241223,,-13906,,,,,,1162146,,201574,,14356,,2675380,,484153,,-34624,,2473806,,-1311660,,1.886011619,,,,-1108678,,,,-10668,,1.134139483,,1209,,484153,,-345125,,151016,,62890,,105.902418631,,1200762,,-36055,,99.267001521,,1.886011619,,81.428681869
95,Secure,.9,3521000,92,No,3.452943417,2.368657675,8.920000532,6.579792472,8.287422487000001,5.982118526,484447,496418,5.98422561,6.441716518,-13058,-6227,69.454767025,84.770833333,6975,5856,54320,66174,26634,10889,196,2118,194298,194625,30000,30000,5150,3426,167664,183736,-113344,-117562,1.417710686,1.513073952,-9311,,-42880,-58627,,,-1002,-689,7.695608782,7.690856313,2287,2390,30000,30000,-169239,-172044,17017,7833,6527,18,73.349022111,93.668555443,75213,70063,-1559,-1184,36.526183463,35.71123529,1.479249012,1.562885967,59.867708864,56.247491209
89,Secure,.9,46156000,86,No,,-.6837876899999999,,-9.545254788999999,,-.751123751,,482364,,.153036983,,-184175,,,,,,-93088,,3245032,,,,3462332,,9878,,-20136,,217300,,-310388,,.700091498,,,,,,,,-207380,,.885837593,,62,,9878,,-8251,,326431,,184778,,,,248029,,3539,,38.929314791,,.700091498,,7.716416281
89,Secure,.9,50000000,89,No,,2.674082941,,9.022089882,,3.162518441,,482364,,.152705791,,-19344,,,,,,-371445,,3530225,,937643,,3735748,,,,1685,,205523,,-576968,,.35621213,,-1530794,,-358792,,-64181,,-82677,,2.208280417,,137,,,,-9593,,415824,,184885,,217.685723807,,1107249,,-18212,,38.863804098,,.35621213,,42.124763981
29,Caution,11.2,500,86,No,,.194111725,,21.341874579,,.31592817,,476249,,.339563248,,-2205,,7.066428275,,67396,,-445496,,1848030,,,,2282706,,100,,5998,,434676,,-880172,,.417282077,,,,-619872,,,,-63834,,1.069414419,,,,100,,-11339,,356957,,,,,,20762,,1567,,9.768419461000001,,.493853474,,.917883025
46,Normal,4.2,500,60,No,,-10.347720146,,,,963.906976744,,469414,,,,-87405,,6.18724627,,75868,,-12813,,11738,,37,,100138,,20400,,-8776,,88400,,-101213,,.123818087,,-11,,-839,,,,-1372,,-6.552478134,,761,,20400,,-39603,,-6791,,,,,,-1086,,1586,,6.511522877,,.87340559,,
95,Secure,.9,2777000,95,No,,7.421215532,,18.252946039,,15.239547388,,454058,,7.287665516,,-4669,,6.31276155,,71927,,26291,,36014,,40,,127944,,,,7663,,91930,,-65639,,.304742607,,,,,,-645,,-1439,,7.598332175,,785,,,,-13125,,11446,,2638,,19.773544282,,52019,,-1832,,5.295358743,,1.400539314,,68.513664801
95,Secure,.9,7366000,95,No,,3.605448233,,11.302285144,,6.102331404,,446078,,2.585105212,,-40926,,872.951076321,,511,,10135,,162422,,52087,,292058,,94000,,8602,,129636,,-119501,,1.080534891,,,,-22712,,,,-3728,,3.824570815,,3173,,94000,,-432971,,37334,,10560,,109.59030558,,93167,,-1928,,,,1.084811006,,46.843245798
93,Secure,.9,3342000,95,No,-2.514109575,2.679385825,-19.11090895,14.122942868,-3.001076666,3.313138169,445995,483445,.7770028960000001,.965066025,-84078,-93605,.935574682,.952593477,476707,507504,515440,443104,58554,57841,1062,1459,685173,619433,,330,-17262,14621,626619,561592,-111179,-118488,1.348384137,.456485045,-207876,-120075,-2949,,,,-33966,-31478,.492845787,1.527257132,789,760,330,330,-41650,-37906,20212,49908,104319,15895,540.0734437580001,326.270869143,90137,117518,-36,-1976,13.080639917,17.715975964,5.636127326,4.739652961,15.148159103,23.413924669
29,Caution,11.2,500,68,No,2.300695559,4.046120484,,,2.497821667,4.5,443700,480200,.257740343,.282470588,-3700,-6600,246.5,123.128205128,1800,3900,-89800,-116700,1811300,1816700,303100,306000,1869000,1890700,1000,1000,-38200,-120400,57700,74000,-147500,-190700,.378983051,.367593078,-1881200,-1879300,-23300,-700,,,-94300,-98600,1.455991516,1.775862069,8716,8722,1000,1000,-179500,-176200,197800,232000,36400,60200,,,-308900,-311500,-20000,-13700,71.331981068,73.115368596,.391186441,.388044048,,
24,Caution,11.2,,44,No,,-5.025074793,,-10.50819607,,-8.927654472,,442218.768,,3.992922696,,-53018.518,,4.579662252,,96561.43700000001,,35204.594,,75546.052,,,,196761.947,,8998.209000000001,,-10539.203,,121215.895,,-86011.30100000001,,.286642077,,-4760,,-12842.082,,-18925.457,,-466.109,,-20.212709903,,5972,,8998.209000000001,,-41919.819,,571.7859999999999,,9113.323,,31.352228216,,94092.601,,-655.021,,7.34867318,,1.409301959,,91.646245609
92,Secure,.9,3618000,95,No,6.266665278,5.985949575,13.827537864,15.062750779,10.573720793,11.37981463,436964,397896,3.839720213,3.853602317,-34415,-36055,22.668810957,20.529150758,19276,19382,13420,4707,100381,98546,-4739,,192016,196293,4444,4444,9015,9413,91635,97747,-78215,-93040,.925129451,.842272141,-19059,-13187,-34312,-47295,-14638,-19021,-1240,-1176,10.704032258,10.991496599,711,607,4444,4444,-47010,-41517,20936,20339,3466,1977,70.201788054,92.992936531,87022,78007,-3018,-2337,13.903891396,13.574150029,1.171578342,1.050591144,82.8828314,65.947787566
99,Secure,.9,4733000,99,No,,13.498911548,,40.614691703,,39.902774965,,434165,,6.764696717,,-64812,,3.431293517,,126531,,37894,,26287,,2349,,189719,,2300,,10253,,163432,,-125538,,.29394287,,,,-25333,,,,,,,,3786,,2300,,-132738,,32382,,3027,,41.959528039,,63056,,-5357,,36.47184826,,1.301852825,,49.782493704
95,Secure,.9,23634000,99,No,42.900403769,37.07962207,64.589665653,51.625703429,56.61634103,49.92867443,432800,303697,1.921847247,2.354495837,-31900,-18134,10.159624413,12.223174757,42600,24846,170400,108512,54800,20474,14600,10010,297200,173683,,,106200,-6161,242400,153209,-72000,-44697,2.775,2.871848222,-27200,,-5900,-171,,,-1600,-118,80.6875,546.7711864410001,744,909,,,-338700,-226034,141100,70155,107500,30115,17.071935157,3.535985122,197400,124746,-21300,-10562,,,3.366666667,3.427724456,,
22,Caution,10.6,,19,No,,.576733846,,3.896343715,,3.837061284,,427656,,25.923258774,,-5350,,6.508332192,,65709,,-22186,,38683,,505,,109756,,,,693,,71073,,-93259,,.057517237,,,,-78655,,,,-555,,2.140540541,,842,,,,-51919,,2403,,1,,485.694940293,,16246,,60,,12.41815852,,.762103389,,17.373542937
73,Stable,2.2,2521000,60,No,,3.054287164,,26.288209607,,25,,421700,,3.502491694,,-66700,,5.856944444,,72000,,-8200,,128600,,74000,,985500,,,,21800,,856900,,-865100,,.907293954,,,,-778700,,,,,,,,1292,,,,-85700,,41700,,2400,,685.240174672,,114500,,-8300,,27.46027982,,.990521327,,13.145809414
95,Secure,.9,1635000,92,No,,-.211778728,,-.659617488,,-.390069879,,420974,,4.125861241,,-51527,,5.361633298,,78516,,35156,,66877,,649,,187932,,16979,,-583,,121055,,-85899,,.495221132,,-6068,,-15537,,,,-1728,,.769675926,,1397,,16979,,-62967,,4260,,18,,94.85233186400001,,60338,,-185,,15.209015284,,1.409271354,,47.289057479
36,Caution,11.2,2283000,99,No,,13.976140545,,24.466358869,,17.528276075,,419992,,1.348747889,,-41824,,31.075989641,,13515,,15072,,296322,,54057,,390537,,10,,47037,,94215,,-79143,,1.01967325,,-57752,,-9649,,,,-2085,,27.178417266,,1218,,10,,-106926,,69845,,5487,,43.907391636,,223090,,-7545,,36.849987619,,1.190440089,,
64,Stable,2.2,1177000,92,No,,14.545560205,,36.322739806,,33.419377809,,413377,,18.397658997,,-16049,,55.434759287,,7457,,21191,,1278,,249,,51624,,533,,669,,50346,,-29155,,1.471068427,,,,-862,,,,-288,,27.072916667,,477,,533,,-32980,,8528,,,,12.857350167,,20673,,-1840,,9.619064438000001,,1.726839307,,66.79267228800001
92,Secure,.9,15039000,89,No,,12.014688837,,17.659018611,,14.131408953,,409257,,.705367422,,-55975,,4.853214273,,84327,,60876,,519328,,102594,,682423,,,,6024,,163095,,-102219,,.7705808119999999,,-127725,,-6981,,,,-4735,,18.31594509,,2310,,4093,,-77624,,111958,,19494,,26.46645172,,464301,,-15516,,38.911735169,,1.59554486,,
99,Secure,.9,2076000,99,No,,5.296386983,,35.524682517,,23.513983252,,404658,,12.787422974,,-65500,,224.187257618,,1805,,-27,,31672,,2272,,140492,,,,3761,,108820,,-108847,,.983169035,,-3677,,-1172,,,,-278,,27.76618705,,1718,,1044,,-395980,,13188,,25814,,56.674305357,,20946,,-1529,,,,.999751945,,17.521288876
89,Secure,.9,892277,86,No,-15.260624042,-7.808891129,-128.834736376,-105.783734203,-63.346162225,-38.003441711,399108,430921,5.796354658,7.888858377,-22349,-39096,4.130355591,5.220563827,96628,82543,-11749,-32734,80604,87358,2585,2657,285814,265838,35000,35000,-35769,-17383,205210,178480,-216959,-211214,.500472439,.45421705,-35000,-35000,-166620,-146372,,,-2558,-1879,-16.051211884,-10.047897818,554,578,35000,35000,-59047,-67401,-36210,-16737,9769,6978,595.539802097,924.235629841,33855,19624,7848,3376,3.731320845,10.294462326,.945846911,.845019743,13.436709941,7.970302257
89,Secure,.9,4922000,89,No,,6.007007685,,9.13984,,9.110802052,,393687,,2.511591854,,-46207,,26.85267035,,14661,,25190,,131558,,66208,,237739,,725,,5760,,106181,,-80991,,1.130002099,,,,-3867,,,,,,,,4748,,725,,-252828,,32490,,3373,,2.7936,,156250,,-2536,,67.76754121899999,,1.311022212,,
99,Secure,.9,2191000,99,No,,7.832494925,,18.701928142,,15.370360749,,385412,,6.674841101,,-3880,,6.593423889,,58454,,21733,,36008,,40,,113310,,,,6399,,77302,,-55569,,.339181918,,-10224,,-37990,,,,-1240,,8.157258065000001,,773,,,,-9162,,10143,,2639,,101.730060057,,47455,,-1714,,4.997768622,,1.391099354,,72.059828411
33,Caution,11.2,3197000,92,No,,17.680722892,,36.825595985,,23.621730382,,380000,,1.52917505,,-39400,,7.949790795,,47800,,40000,,208500,,12200,,332000,,,,47500,,123500,,-83500,,.906586826,,-78700,,-5200,,,,-2500,,24.48,,1946,,100,,-75700,,78900,,26600,,59.159347553,,159400,,-11200,,35.842105263,,1.479041916,,92.35225955999999
92,Secure,.9,10637000,89,No,,17.673853629,,37.259923175,,23.774509804,,380000,,1.552287582,,-39400,,7.949790795,,47800,,30300,,214500,,18200,,329300,,,,24800,,114800,,-84500,,.792899408,,-78700,,-5200,,,,-2500,,24.28,,1948,,2000,,-71900,,78400,,26600,,60.051216389,,156200,,-11400,,35.842105263,,1.358579882,,90.236857308
85,Secure,.9,2765000,77,No,,-1.599364228,,-12.942122186,,-12.942122186,,368075,,29.588022508,,-23973,,4.88448166,,75356,,8716,,3724,,69,,100665,,6400,,-241,,96941,,-88225,,.244658543,,,,-20891,,,,-1380,,-.166666667,,554,,7886,,-22305,,860,,13471,,167.934083601,,12440,,1369,,5.997419004,,1.098792859,,14.100311703
25,Caution,11.2,500,23,No,,-34.755727468,,,,70.221566345,,367523,,,,-1319,,16.508242375,,22263,,-49632,,1520,,11,,97207,,8000,,-28046,,95687,,-145319,,.50526084,,,,-135320,,,,-2908,,-10.617950481,,834,,8000,,-42243,,-29821,,63579,,,,-48112,,5739,,3.234627493,,.658461729,,
95,Secure,.9,3298000,95,No,,6.958067357,,29.778217753,,28.645894244,,363627,,6.075131568,,-14805,,201.90283176,,1801,,-17914,,77769,,,,246419,,,,14712,,168650,,-186564,,.8943258080000001,,,,-82261,,,,-968,,18.712809917,,1016,,130000,,-12223,,35592,,7228,,146.819152816,,57579,,-2434,,8.342889829000001,,.9039793310000001,,30.49089176
29,Caution,11.2,500,77,No,-7.020853516,2.988982758,,105.217391304,-8.36167112,3.470628729,357100,385000,.21684479,.220858192,-3400,-5700,238.066666667,124.193548387,1500,3100,-255300,123300,1902100,1619900,268500,271400,1961300,2024100,,,-550900,52200,59200,404200,-314500,-280900,.183465819,1.427910288,-850800,-1684200,-197000,-129000,,,-100300,-105800,-.372881356,1.571833648,7025,6974,,,-178400,-175700,155600,145900,34000,46600,,,-40500,57500,-2500,-8100,71.43657238900001,73.194805195,.188235294,1.438946244,,2.923827926
95,Secure,.9,2956000,89,No,,3.524725129,,15.052397587,,10.550862279,,357053,,3.78462631,,-41132,,511.537249284,,698,,56490,,37853,,10673,,282405,,37396,,9631,,244552,,-188062,,1.29666812,,-11462,,-117336,,,,-4125,,3.413090909,,3313,,37396,,-25038,,21688,,555,,220.100107366,,66129,,-323,,9.758215166999999,,1.300379662,,30.576208178
36,Caution,11.2,500,92,No,,9.162432863999999,,52.040563938,,34.49871559,,349069,,6.359543807,,-60135,,8.606874275999999,,40557,,-43574,,98463,,13583,,206670,,18000,,11104,,108207,,-151781,,.445707961,,-14007,,-25489,,,,-2092,,10.051625239,,1193,,18000,,-30314,,44101,,163,,120.897573309,,36387,,-1532,,14.691937697,,.712915319,,21.368545304
89,Secure,.9,1248000,86,No,14.395886889,18.393234672,14.933333333,19.000819001,14.933333333,19.000819001,347600,276500,9.269333333000001,9.058149058,,,,,,,36600,32400,900,900,,,38900,34400,500,500,4200,-300,38000,33500,-1400,-1100,27.142857143,30.454545455,,,,,,,,,,,302,278,500,500,-2900,-2700,7700,5900,,,,,37500,33300,-1400,-1100,3.020713464,3.074141049,27.142857143,30.454545455,,
77,Stable,2.2,4233000,23,No,,1.492653055,,8.218895056999999,,4.677945373,,340570,,2.669964565,,-67913,,2.370056438,,143697,,72262,,55294,,46562,,399758,,96,,3697,,344464,,-272202,,.737566219,,-51504,,-192196,,,,-14602,,1.408642652,,2,,96,,-56000,,29226,,8638,,340.423685624,,72601,,-2270,,21.382094724,,1.265471966,,22.191486045
92,Secure,.9,1707000,99,No,,1.166861144,,3.908062386,,3.549720399,,340566,,5.520155604,,-25672,,21.284044747,,16001,,39092,,22603,,,,187683,,1356,,2214,,165080,,-125988,,1.18327936,,,,-92456,,,,,,,,324,,1356,,-54280,,7478,,12494,,175.082979407,,56038,,24,,16.444389634,,1.310283519,,42.567511109
92,Secure,.9,3092000,95,No,7.322129915,6.958976316,16.708034182,17.095347603,12.245745122,13.541272577,340490,304956,4.157082509,4.273067384,-24655,-26574,27.102602881,25.736855431,12563,11849,22525,19898,59381,51469,-3103,-3380,136982,138871,250,250,3501,7788,77601,87402,-55076,-67504,1.180877333,1.119237379,-17902,-11641,-23284,-33804,,,-451,-408,23.239467849,24.68627451,515,421,250,250,-37271,-31517,15982,15371,,,75.22613316499999,86.0445781,60031,56530,-2324,-1876,13.944021851,13.564251892,1.408980318,1.294767717,78.011981651,68.65352618999999
